Código CVM,Empresa,Categoria,Tipo,Espécie,Data Referência,Data Entrega,Status,V,Modalidade,download
00813-3,008133 LOJAS RENNER SA,ITR,,,20190930 30/09/2019,20191024 24/10/2019 17:18,Inativo,1,AP,"OpenDownloadDocumentos('88793','1','008133ITR300920190100088793-73','ITR')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Petrobras inicia fase não vinculante de refinarias -,20191024 24/10/2019,20191024 24/10/2019 19:50,Ativo,1,AP,"OpenDownloadDocumentos('242245','1','717427','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Dados Econômico-Financeiros,Press-release,Desempenho da Petrobras no 3T19 -,20190930 30/09/2019,20191024 24/10/2019 20:57,Ativo,1,AP,"OpenDownloadDocumentos('242250','1','717432','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Fato Relevante,,Petrobras anuncia pagamento de remuneração aos acionistas -,20191024 24/10/2019,20191024 24/10/2019 21:27,Ativo,1,AP,"OpenDownloadDocumentos('242252','1','717434','IPE')"
00951-2,009512 PETRÓLEO BRASILEIRO S.A. - PETROBRAS,ITR,,,20190930 30/09/2019,20191024 24/10/2019 21:11,Ativo,1,AP,"OpenDownloadDocumentos('88808','1','009512ITR300920190100088808-88','ITR')"
01045-6,010456 ALPARGATAS S.A.,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 08:59,Ativo,10,RE,"OpenDownloadDocumentos('88777','10','010456FRE201920191000088777-83','')"
01431-1,014311 CIA PARANAENSE DE ENERGIA - COPEL,Reunião da Administração,Conselho de Administração,"Autorização para a concessão de garantia fidejussória corporativa no âmbito da 1ª emissão de debêntures simples, não conversíveis em ações, da Cutia Empreendimentos Eólicos S.A. - Partes Relacionadas,Celebração de Contratos de Mútuos da Companhia Paranaense de Energia - Copel com os parques eólicos do complexo Bento Miguel - Partes Relacionadas,Divulgação das estimativas e julgamentos aplicados durante o processo de elaboração das Demonstrações Financeiras Periódicas,Estudos técnicos de projeção de realização para tributos diferidos,Fatores de riscos para o Formulário 20-F,Novos Pronunciamentos Contábeis,Políticas contábeis críticas para o Formulário 20-F,Práticas contábeis,Prévia relativa às Demonstrações Financeiras de 2018,Proposta da Diretoria para Aumento do Capital Social da Copel (Holding),Proposta da Diretoria para Destinação do Lucro Líquido Verificado no Exercício de 2018 e para Pagamento de Participação referente à Integração entre o Capital e o Trabalho e Incentivo à Produtividade,Renovação das Garantias da Copel no Instrumento Particular de prestação de fiança e Outras Avenças firmado entre as Usinas do Complexo Eólico Voltalia e Banco Santander, Itaú Unibanco e Banco BradescoAta",20190313 13/03/2019 11:00,20191024 24/10/2019 16:15,Ativo,2,RE,"OpenDownloadDocumentos('242162','2','717335','IPE')"
01431-1,014311 CIA PARANAENSE DE ENERGIA - COPEL,Reunião da Administração,Conselho de Administração,"Adiantamento para Futuro Aumento de Capital - AFAC - UEGA - Partes Relacionadas,Andamento dos trabalhos da auditoria independente, Deloitte: auditoria estatutária (CVM), Relatório 20-F e controles internos,Atualização do cenário financeiro da Companhia,Eleição de Diretor,Informações sobre monitoramento e segurança das barragens da Companhia,Relato do Diretor Presidente,Renovação do contrato referente ao Seguro D&O,Reporte do Comitê de Auditoria Estatutário,Reportes mensais sobre o processo de investigação no âmbito da UEGA,Status dos planos de ação e/ou projetos para mitigar as deficiências apontadas pela auditoria independente, DeloitteAta",20190220 20/02/2019 13:00,20191024 24/10/2019 17:15,Ativo,2,RE,"OpenDownloadDocumentos('242168','2','717341','IPE')"
01431-1,014311 CIA PARANAENSE DE ENERGIA - COPEL,Política sobre Contribuições e Doações,,,20190327 27/03/2019 12:30,20191024 24/10/2019 18:02,Ativo,1,AP,"OpenDownloadDocumentos('242204','1','717381','IPE')"
01432-0,014320 USINAS SID DE MINAS GERAIS S.A.-USIMINAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Liquidação da oferta dos títulos representativos de dívida -,20191024 24/10/2019,20191024 24/10/2019 19:24,Ativo,1,AP,"OpenDownloadDocumentos('242239','1','717421','IPE')"
01436-2,014362 CIA ENERGÉTICA DE PERNAMBUCO - CELPE,ITR,,,20190930 30/09/2019,20191024 24/10/2019 18:36,Ativo,2,RE,"OpenDownloadDocumentos('88799','2','014362ITR300920190200088799-73','ITR')"
01436-2,014362 CIA ENERGÉTICA DE PERNAMBUCO - CELPE,ITR,,,20190630 30/06/2019,20191024 24/10/2019 18:33,Ativo,2,RE,"OpenDownloadDocumentos('88798','2','014362ITR300620190200088798-71','ITR')"
01452-4,014524 CIA ELETRICIDADE DA BAHIA,ITR,,,20190930 30/09/2019,20191024 24/10/2019 18:39,Ativo,2,RE,"OpenDownloadDocumentos('88801','2','014524ITR300920190200088801-89','ITR')"
01452-4,014524 CIA ELETRICIDADE DA BAHIA,ITR,,,20190630 30/06/2019,20191024 24/10/2019 18:37,Ativo,2,RE,"OpenDownloadDocumentos('88800','2','014524ITR300620190200088800-77','ITR')"
01486-9,014869 CIA ENERG CEARA - COELCE,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 22:04,Inativo,8,RE,"OpenDownloadDocumentos('88809','8','014869FRE201920190800088809-88','')"
01486-9,014869 CIA ENERGETICA DO CEARA - COELCE,Reunião da Administração,Conselho de Administração,"Contratação de serviços de emissão e cobrança de boletos bancários;,Desligamento de Carlos Ewandro Naegele Moreira do cargo de Diretor de Recursos Humanos e Organização;,Celebração de Termo de Compromisso de Ajustamento de Conduta – TAC com o Ministério Público - DECON;,Novas Conexões – acompanhamento; e,Outros assuntos de interesse geralAta",20191022 22/10/2019 11:30,20191024 24/10/2019 19:20,Ativo,1,AP,"OpenDownloadDocumentos('242235','1','717417','IPE')"
01509-1,015091 LITEL PARTICIPACOES S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Não exercício do direito de retirada -,20191024 24/10/2019,20191024 24/10/2019 16:06,Ativo,1,AP,"OpenDownloadDocumentos('242160','1','717333','IPE')"
01610-1,016101 GAFISA S.A.,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 12:00,Inativo,14,RE,"OpenDownloadDocumentos('88782','14','016101FRE201920191400088782-74','')"
01624-1,016241 SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.,Assembleia,AGE,"Composição e mandato de Conselho de Administração, em respeito ao artigo 17 da Lei Federal nº 13.303/2016 e recomendações de Órgão fiscalizador; Sumário das Decisões",20191024 24/10/2019 09:00,20191024 24/10/2019 16:55,Ativo,1,AP,"OpenDownloadDocumentos('242165','1','717338','IPE')"
01624-1,016241 SOC.DE ABASTEC.DE ÁGUA E SANEAMENTO S.A.,Reunião da Administração,Conselho de Administração,"01	Composição e mandato de Diretoria e Comitê de Auditória Estatutário. ,02	Apreciação e deliberação sobre viagem internacional.,03	Assuntos GeraisSumário das Decisões",20191024 24/10/2019 09:30,20191024 24/10/2019 17:07,Inativo,1,AP,"OpenDownloadDocumentos('242166','1','717339','IPE')"
01665-9,016659 PORTO SEGURO S.A.,Reunião da Administração,Conselho de Administração,"Deliberação sobre a apreciação da proposta da administração de declaração de JCP relativos ao 2S19, a serem imputados ao valor do dividendo obrigatório relativo ao exercício social de 2019.Ata",20191024 24/10/2019 08:30,20191024 24/10/2019 17:55,Inativo,1,AP,"OpenDownloadDocumentos('242196','1','717369','IPE')"
01665-9,016659 PORTO SEGURO S.A.,Aviso aos Acionistas,Outros avisos,Dividendos/Juros sobre Capital Próprio -,20191024 24/10/2019,20191024 24/10/2019 17:59,Ativo,1,AP,"OpenDownloadDocumentos('242199','1','717372','IPE')"
01677-2,016772 BNDES PARTICIPACOES S.A. - BNDESPAR,Assembleia,AGE,Reforma EstatutáriaAta,20191018 18/10/2019 15:00,20191024 24/10/2019 15:21,Ativo,1,AP,"OpenDownloadDocumentos('242154','1','717327','IPE')"
01748-5,017485 ELEKTRO REDES S.A.,ITR,,,20190930 30/09/2019,20191024 24/10/2019 18:41,Ativo,2,RE,"OpenDownloadDocumentos('88802','2','017485ITR300920190200088802-78','ITR')"
01755-8,017558 INNCORP S.A.,Formulário de Referência,,,20180101 2018,20191024 24/10/2019 22:04,Ativo,1,AP,"OpenDownloadDocumentos('88810','1','017558FRE201820180100088810-80','')"
01813-9,018139 CIA ENERGÉTICA DO RIO GRANDE DO NORTE,ITR,,,20190930 30/09/2019,20191024 24/10/2019 18:29,Ativo,2,RE,"OpenDownloadDocumentos('88797','2','018139ITR300920190200088797-70','ITR')"
01813-9,018139 CIA ENERGÉTICA DO RIO GRANDE DO NORTE,ITR,,,20190630 30/06/2019,20191024 24/10/2019 18:27,Ativo,2,RE,"OpenDownloadDocumentos('88796','2','018139ITR300620190200088796-78','ITR')"
01853-8,018538 TERMINAL GARAGEM MENEZES CORTES S.A.,Reunião da Administração,Conselho de Administração,"Eleição de Diretor(es),Eleição do Diretor de Relações com InvestidoresAta",20191022 22/10/2019 14:00,20191024 24/10/2019 15:59,Ativo,1,AP,"OpenDownloadDocumentos('242159','1','717332','IPE')"
01853-8,018538 TERMINAL GARAGEM MENEZES CORTES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Pagamento de Dividendos -,20191024 24/10/2019,20191024 24/10/2019 16:20,Ativo,1,AP,"OpenDownloadDocumentos('242163','1','717336','IPE')"
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Alteração do escriturador -,20191024 24/10/2019,20191024 24/10/2019 08:33,Inativo,1,AP,"OpenDownloadDocumentos('242087','1','717260','IPE')"
01862-7,018627 CIA SANEAMENTO DO PARANA - SANEPAR,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Alteração do escriturador -,20191024 24/10/2019,20191024 24/10/2019 17:24,Ativo,2,RE,"OpenDownloadDocumentos('242177','2','717350','IPE')"
01961-5,019615 GRENDENE S.A.,Reunião da Administração,Diretoria,"Examinar e discutir o desempenho da Companhia no 3º trimestre e nos nove meses do exercício social de 2019 e as respectivas informações financeiras,Propor ao Conselho de Administração a 3ª distribuição antecipada de dividendos com base nos resultados apurados até 30/09/2019Ata",20191023 23/10/2019 14:00,20191024 24/10/2019 18:42,Ativo,1,AP,"OpenDownloadDocumentos('242219','1','717400','IPE')"
01961-5,019615 GRENDENE S.A.,Reunião da Administração,Conselho de Administração,"Analisar o andamento do Programa de adaptação as regras do Novo Mercado,Aprovar a 3ª distribuição antecipada de dividendos referente ao período até 30/09/2019,Deliberar sobre a aprovação do Calendário de Eventos Corporativos de 2020,Examinar e discutir o desempenho da Companhia no 3º trimestre do exercício social de 2019 e as respectivas informações financeirasAta",20191024 24/10/2019 14:00,20191024 24/10/2019 18:43,Inativo,1,AP,"OpenDownloadDocumentos('242220','1','717401','IPE')"
01961-5,019615 GRENDENE S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Informações financeiras do 3T19 -,20190930 30/09/2019,20191024 24/10/2019 18:46,Ativo,1,AP,"OpenDownloadDocumentos('242221','1','717402','IPE')"
01961-5,019615 GRENDENE S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20190930 30/09/2019,20191024 24/10/2019 18:47,Ativo,1,AP,"OpenDownloadDocumentos('242223','1','717404','IPE')"
01961-5,019615 GRENDENE S.A.,Dados Econômico-Financeiros,Press-release,Comentário de desempenho do 3T19 e 9M19 -,20190930 30/09/2019,20191024 24/10/2019 18:48,Ativo,1,AP,"OpenDownloadDocumentos('242224','1','717405','IPE')"
01961-5,019615 GRENDENE S.A.,Aviso aos Acionistas,Outros avisos,Distribuição antecipada de dividendos referente ao período até 30/09/2019 -,20191024 24/10/2019,20191024 24/10/2019 18:49,Ativo,1,AP,"OpenDownloadDocumentos('242225','1','717406','IPE')"
01961-5,019615 GRENDENE S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação Audioconferência resultado do 3T19 -,20191025 25/10/2019,20191024 24/10/2019 18:50,Ativo,1,AP,"OpenDownloadDocumentos('242226','1','717407','IPE')"
01961-5,019615 GRENDENE S.A.,Reunião da Administração,Conselho de Administração,"Analisar o andamento do Programa de adaptação as regras do Novo Mercado,Aprovar a 3ª distribuição antecipada de dividendos referente ao período até 30/09/2019,Deliberar sobre a aprovação do Calendário de Eventos Corporativos de 2020,Examinar e discutir o desempenho da Companhia no 3º trimestre do exercício social de 2019 e as respectivas informações financeirasAta",20191024 24/10/2019 14:00,20191024 24/10/2019 19:36,Inativo,2,RE,"OpenDownloadDocumentos('242240','2','717422','IPE')"
01961-5,019615 GRENDENE S.A.,ITR,,,20190930 30/09/2019,20191024 24/10/2019 18:45,Ativo,1,AP,"OpenDownloadDocumentos('88803','1','019615ITR300920190100088803-86','ITR')"
01973-9,019739 LOCALIZA RENT A CAR S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Webcast 3T19 e 9M19 -,20191024 24/10/2019,20191024 24/10/2019 09:28,Ativo,1,AP,"OpenDownloadDocumentos('242094','1','717267','IPE')"
01976-3,019763 EDP - ENERGIAS DO BRASIL S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação Conference Call 3T19 -,20191024 24/10/2019,20191024 24/10/2019 13:18,Ativo,1,AP,"OpenDownloadDocumentos('242150','1','717323','IPE')"
01976-3,019763 EDP - ENERGIAS DO BRASIL S.A.,Reunião da Administração,Conselho Fiscal,Parecer acerca das Demonstrações FinanceirasAta,20191022 22/10/2019 08:00,20191024 24/10/2019 19:02,Ativo,1,AP,"OpenDownloadDocumentos('242229','1','717411','IPE')"
01983-6,019836 COSAN S.A.,Reunião da Administração,Conselho de Administração,"Deliberar sobre o cancelamento de 4.694.353 (quatro milhões, seiscentos e noventa e quatro mil, trezentos e cinquenta e três) de ações de emissão da Companhia que estão em tesouraria.Ata",20191024 24/10/2019 16:00,20191024 24/10/2019 19:04,Ativo,1,AP,"OpenDownloadDocumentos('242230','1','717412','IPE')"
01985-2,019852 TERMOPERNAMBUCO S.A.,Reunião da Administração,Conselho de Administração,Renovação de mandatos de DiretoresAta,20191018 18/10/2019 08:30,20191024 24/10/2019 18:06,Inativo,1,AP,"OpenDownloadDocumentos('242210','1','717391','IPE')"
01992-5,019925 BR PROPERTIES S.A.,Fato Relevante,,Potencial Oferta -,20191024 24/10/2019,20191024 24/10/2019 19:20,Ativo,1,AP,"OpenDownloadDocumentos('242236','1','717418','IPE')"
01992-5,019925 BR PROPERTIES S.A.,Calendário de Eventos Corporativos,,,20191024 24/10/2019,20191024 24/10/2019 19:23,Cancelado,1,AP,"OpenDownloadDocumentos('242237','1','717419','IPE')"
01992-5,019925 BR PROPERTIES S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20191024 24/10/2019 20:06,Ativo,4,RE,"OpenDownloadDocumentos('242248','4','717430','IPE')"
01999-2,019992 TOTVS S.A.,Fato Relevante,,Finalização processo de venda Bematech -,20191024 24/10/2019,20191024 24/10/2019 20:48,Ativo,1,AP,"OpenDownloadDocumentos('242249','1','717431','IPE')"
02003-6,020036 BRASILAGRO CIA BRAS DE PROP AGRICOLAS,Formulário de Referência,,,20190630 2019,20191024 24/10/2019 15:48,Inativo,5,RE,"OpenDownloadDocumentos('88789','5','020036FRE201820190500088789-86','')"
02013-3,020133 BV LEASING - ARRENDAMENTO MERCANTIL S/A,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 10:54,Ativo,3,RE,"OpenDownloadDocumentos('88778','3','020133FRE201920190300088778-72','')"
02025-7,020257 TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 19:42,Inativo,8,RE,"OpenDownloadDocumentos('88804','8','020257FRE201920190800088804-84','')"
02037-0,020370 LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.,Plano de Remuneração Baseado em Ações,,,20160825 25/08/2016,20191024 24/10/2019 14:31,Ativo,4,RE,"OpenDownloadDocumentos('242152','4','717325','IPE')"
02049-4,020494 IGUATEMI EMPRESA DE SHOPPING CENTERS S.A,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Iguatemi Anunca seu e-commerce Iguatemi 365 -,20191024 24/10/2019,20191024 24/10/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('242209','1','717390','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Reunião da Administração,Conselho de Administração,"Regimento Interno do Comitê de Auditoria Estatutário – CAE,Carta Anual de Políticas Públicas e de Governança Corporativa,Desestatização,Assuntos Jurídicos,Acompanhamento dos trabalhos da Auditoria Interna,Planejamento Estratégico,Acordo Coletivo de Trabalho,Lei Geral de Proteção de Dados – LGPD,Relatório Gerencial do mês de setembro de 2019,Orçamento 2020/2024,Redução USCA, USCM e USLT,Assuntos RegulatóriosSumário das Decisões",20191023 23/10/2019 17:30,20191024 24/10/2019 15:52,Ativo,1,AP,"OpenDownloadDocumentos('242157','1','717330','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Reunião da Administração,Conselho de Administração,Retirada de pauta da AGE do item 1 “Aprovação da proposta de adequação do Estatuto Social da CompanhiaSumário das Decisões,20191024 24/10/2019 18:15,20191024 24/10/2019 18:46,Ativo,1,AP,"OpenDownloadDocumentos('242222','1','717403','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Aviso aos Acionistas,Outros avisos,Retirada do item proposta de adequação do Estatuto Social da Cia da AGE -,20191024 24/10/2019,20191024 24/10/2019 18:57,Ativo,1,AP,"OpenDownloadDocumentos('242227','1','717409','IPE')"
02064-8,020648 CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D,Formulário Cadastral,,,20190101 2019,20191024 24/10/2019 15:47,Inativo,4,RE,"OpenDownloadDocumentos('88788','4','020648FCA000020190400088788-85','FCA')"
02071-0,020710 LOG-IN LOGISTICA INTERMODAL S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Negociações atípicas de valores mobiliários -,20191024 24/10/2019,20191024 24/10/2019 21:14,Ativo,1,AP,"OpenDownloadDocumentos('242251','1','717433','IPE')"
02071-0,020710 LOG-IN LOGISTICA INTERMODAL S.A.,Formulário Cadastral,,,20190101 2019,20191024 24/10/2019 20:06,Inativo,2,RE,"OpenDownloadDocumentos('88807','2','020710FCA000020190200088807-80','FCA')"
02077-0,020770 EZ TEC EMPREEND. E PARTICIPACOES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,EZTEC lança a torre ID Jauaperi -,20191024 24/10/2019,20191024 24/10/2019 19:06,Ativo,1,AP,"OpenDownloadDocumentos('242232','1','717414','IPE')"
02098-2,020982 MULTIPLAN - EMPREEND IMOBILIARIOS S.A.,Aviso aos Debenturistas,,Pagamento de juros/remuneração -,20191024 24/10/2019,20191024 24/10/2019 19:07,Ativo,1,AP,"OpenDownloadDocumentos('242233','1','717415','IPE')"
02101-6,021016 ESTACIO PARTICIPACOES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Trânsito em julgado do processo de aquisição da UniToledo no CADE -,20191024 24/10/2019,20191024 24/10/2019 07:39,Ativo,1,AP,"OpenDownloadDocumentos('242083','1','717256','IPE')"
02144-0,021440 RESTOQUE COMÉRCIO E CONFECÇÕES DE ROUPAS S.A.,Reunião da Administração,Conselho de Administração,"Aprovação anual do orçamento da Companhia,Consignar a renúncia de diretoraAta",20191015 15/10/2019 16:30,20191024 24/10/2019 19:51,Ativo,1,AP,"OpenDownloadDocumentos('242246','1','717428','IPE')"
02162-8,021628 HABITASEC SECURITIZADORA SA,Assembleia,AGCRI,"AGT da 68ª Série da 1ª Emissão da Habitasec, realizada em 23/10/2019Ata",20191023 23/10/2019 10:30,20191024 24/10/2019 17:52,Ativo,1,AP,"OpenDownloadDocumentos('242195','1','717368','IPE')"
02162-8,021628 HABITASEC SECURITIZADORA SA,Assembleia,AGCRI,"AGT da 58ª 59ª Séries da 1ª Emissão da Habitasec, realizada em 23/10/2019Ata",20191023 23/10/2019 14:00,20191024 24/10/2019 17:57,Ativo,1,AP,"OpenDownloadDocumentos('242198','1','717371','IPE')"
02163-6,021636 RENOVA ENERGIA S.A.,Reunião da Administração,Conselho de Administração,"(i) Autorizar a alienação do projeto Mina de Ouro (Pipeline) para AES, em decorrência do SPA firmado em 09.04.2019; (ii) Aprovar a negociação e formalização do acordo judicial com o fornecedor Elite;Ata",20191011 11/10/2019 15:00,20191024 24/10/2019 11:05,Ativo,1,AP,"OpenDownloadDocumentos('242142','1','717315','IPE')"
02163-6,021636 RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 14:40,Inativo,5,RE,"OpenDownloadDocumentos('88783','5','021636FRE201920190500088783-79','')"
02163-6,021636 RENOVA ENERGIA S.A. - EM RECUPERAÇÃO JUDICIAL,Formulário Cadastral,,,20190101 2019,20191024 24/10/2019 11:39,Inativo,2,RE,"OpenDownloadDocumentos('88780','2','021636FCA000020190200088780-86','FCA')"
02172-5,021725 ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,InYou é selecionada para participar do InovaCampinas2019 -,20191023 23/10/2019,20191024 24/10/2019 08:46,Ativo,1,AP,"OpenDownloadDocumentos('242088','1','717261','IPE')"
02188-1,021881 FLEURY S.A.,Reunião da Administração,Conselho de Administração,Resultado - 3º trimestre de 2019Ata,20191023 23/10/2019 09:00,20191024 24/10/2019 15:01,Ativo,1,AP,"OpenDownloadDocumentos('242153','1','717326','IPE')"
02188-1,021881 FLEURY S.A.,Dados Econômico-Financeiros,Press-release,Earnings Release - 3T19 -,20190930 30/09/2019,20191024 24/10/2019 18:00,Ativo,1,AP,"OpenDownloadDocumentos('242200','1','717374','IPE')"
02188-1,021881 FLEURY S.A.,Dados Econômico-Financeiros,Press-release,Earnings Release 3Q19 (versão em inglês | english version) -,20190930 30/09/2019,20191024 24/10/2019 18:01,Ativo,1,AP,"OpenDownloadDocumentos('242202','1','717378','IPE')"
02188-1,021881 FLEURY S.A.,Comunicado ao Mercado,Apresentações a analistas/agentes do mercado,Apresentação de Resultados 3T19 -,20191024 24/10/2019,20191024 24/10/2019 18:02,Ativo,1,AP,"OpenDownloadDocumentos('242205','1','717382','IPE')"
02188-1,021881 FLEURY S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Intermediárias,Dados Econômico Financeiros/Demonstrações Financeiras Intermediárias -,20190930 30/09/2019,20191024 24/10/2019 18:03,Ativo,1,AP,"OpenDownloadDocumentos('242207','1','717385','IPE')"
02188-1,021881 FLEURY S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,3Q19 Financial Statements - English versionDemonstrações Financeiras em IFRS,20190930 30/09/2019,20191024 24/10/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('242208','1','717389','IPE')"
02188-1,021881 FLEURY SA,ITR,,,20190930 30/09/2019,20191024 24/10/2019 17:58,Ativo,1,AP,"OpenDownloadDocumentos('88795','1','021881ITR300920190100088795-83','ITR')"
02192-0,021920 BARI SECURITIZADORA S.A.,Fato Relevante,,Alteração da Razão Social da Companhia -,20191024 24/10/2019,20191024 24/10/2019 18:01,Ativo,1,AP,"OpenDownloadDocumentos('242203','1','717379','IPE')"
02192-0,021920 BARI SECURITIZADORA S.A.,Assembleia,AGO/E,Alteração da Razão Social da Companhia e Criação de Cargo de Diretor JurídicoAta,20191024 24/10/2019 10:00,20191024 24/10/2019 18:13,Inativo,1,AP,"OpenDownloadDocumentos('242212','1','717393','IPE')"
02192-0,021920 BARI SECURITIZADORA S.A.,Estatuto Social,,,20191024 24/10/2019,20191024 24/10/2019 18:17,Ativo,1,AP,"OpenDownloadDocumentos('242213','1','717394','IPE')"
02192-0,021920 BARI SECURITIZADORA S.A.,Assembleia,AGO/E,Alteração da Razão Social da Companhia e Criação de Cargo de Diretor JurídicoAta,20191024 24/10/2019 10:00,20191024 24/10/2019 19:38,Inativo,2,RE,"OpenDownloadDocumentos('242241','2','717423','IPE')"
02218-7,022187 PETRO RIO S.A.,Aviso aos Debenturistas,,Pagamento de juros/remuneração -,20191023 23/10/2019,20191024 24/10/2019 10:44,Ativo,2,RE,"OpenDownloadDocumentos('242128','2','717301','IPE')"
02234-9,022349 AREZZO INDÚSTRIA E COMÉRCIO S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Vans: Atualização CADE -,20191024 24/10/2019,20191024 24/10/2019 19:12,Ativo,1,AP,"OpenDownloadDocumentos('242234','1','717416','IPE')"
02242-0,022420 TRX SECURITIZADORA S.A.,Assembleia,AGE,Alteração de Membros do Conselho de AdministraçãoAta,20190715 15/07/2019 09:00,20191024 24/10/2019 11:41,Ativo,1,AP,"OpenDownloadDocumentos('242143','1','717316','IPE')"
02249-7,022497 QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20191023 23/10/2019,20191024 24/10/2019 08:27,Ativo,1,AP,"OpenDownloadDocumentos('242086','1','717259','IPE')"
02249-7,022497 QUALICORP S.A.,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 16:18,Inativo,9,RE,"OpenDownloadDocumentos('88791','9','022497FRE201920190900088791-89','')"
02254-3,022543 VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.,ITR,,,20190930 30/09/2019,20191024 24/10/2019 11:21,Ativo,1,AP,"OpenDownloadDocumentos('88779','1','022543ITR300920190100088779-87','ITR')"
02256-0,022560 INBRANDS S.A.,Formulário de Referência,,,20190101 2019,20191024 24/10/2019 19:48,Inativo,4,RE,"OpenDownloadDocumentos('88805','4','022560FRE201920190400088805-72','')"
02300-0,023000 Light Energia S.A.,Reunião da Administração,Conselho de Administração,Autorizaçao para celebraçao do contrato de compra e venda de açoes entre Light Energia e CG I na RenovaAta,20191013 13/10/2019 20:00,20191024 24/10/2019 19:23,Ativo,1,AP,"OpenDownloadDocumentos('242238','1','717420','IPE')"
02322-1,023221 SER EDUCACIONAL S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Aprovação do CADE para Aquisição do Centro Universitário do Norte (UNINORTE) -,20191024 24/10/2019,20191024 24/10/2019 08:00,Ativo,1,AP,"OpenDownloadDocumentos('242084','1','717257','IPE')"
02324-8,023248 ANIMA HOLDING S.A.,Assembleia,AGE,Mapa consolidado de voto a distânciaMapa consolidado de voto a distância,20191025 25/10/2019 15:00,20191024 24/10/2019 15:27,Ativo,1,AP,"OpenDownloadDocumentos('242155','1','717328','IPE')"
02349-3,023493 DOMMO ENERGIA S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Negociações atípicas de valores mobiliários -,20191024 24/10/2019,20191024 24/10/2019 18:19,Ativo,1,AP,"OpenDownloadDocumentos('242214','1','717395','IPE')"
02399-0,023990 VERT COMPANHIA SECURITIZADORA,Documentos de Oferta de Distribuição Pública,Aviso ao Mercado,Aviso ao Mercado de Distribuição Pública de Certificados de Recebíveis do Agronegócio da 1ª Série da 39ª Emissão da VERT Companhia Securitizadora -,20191024 24/10/2019,20191024 24/10/2019 02:27,Ativo,1,AP,"OpenDownloadDocumentos('242081','1','717254','IPE')"
