cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download,,
01047-2,010472 SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Simples tradução das Informações Trimestrais - ITROutros,20190630 30/06/2019,20190829 29/08/2019 11:49,Ativo,1,AP,"OpenDownloadDocumentos('233871','1','708396','IPE')",,
01047-2,010472 SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Informações de Companhias em Recuperação Judicial ou Extrajudicial,Assembleia de Credores,"Aprovação, modificação e/ou rejeição do plano de recuperação judicial com as incorporações a ele inseridasAta",20190829 29/08/2019 11:00,20190829 29/08/2019 19:57,Ativo,1,AP,"OpenDownloadDocumentos('234008','1','708537','IPE')",,
01047-2,010472 SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Fato Relevante,,Aprovação do Plano de Recuperação Judicial -,20190829 29/08/2019,20190829 29/08/2019 19:59,Ativo,1,AP,"OpenDownloadDocumentos('234009','1','708538','IPE')",,
01047-2,010472 SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),"Declaração de Alienação de Participação Acionária Relevante - Art.12, §4º, da Instrução CVM nº358/02",20190829 29/08/2019,20190829 29/08/2019 20:01,Inativo,1,AP,"OpenDownloadDocumentos('234010','1','708539','IPE')",,
01120-7,011207 TECNOSOLO ENGENHARIA S.A.,Assembleia,AGO,Mapa Final de Votação DetalhadoMapa final de votação detalhado,20190430 30/04/2019 10:00,20190829 29/08/2019 14:57,Ativo,2,RE,"OpenDownloadDocumentos('233906','2','708432','IPE')",,
01120-7,011207 TECNOSOLO ENGENHARIA S.A.,Assembleia,AGO,Mapa Final de Votação SintéticoMapa Final de Votação Sintético,20190430 30/04/2019 10:00,20190829 29/08/2019 14:59,Ativo,3,RE,"OpenDownloadDocumentos('233907','3','708433','IPE')",,
01125-8,011258 TELEC BRASILEIRAS S.A. TELEBRAS,Fato Relevante,,Resolução do Conselho do Programa de Parcerias de Investimentos opinando pela qualificação da Telebras para estudos -,20190829 29/08/2019,20190829 29/08/2019 20:13,Ativo,1,AP,"OpenDownloadDocumentos('234013','1','708542','IPE')",,
01131-2,011312 OI S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,Comunicado de esclarecimento a ofício -,20190829 29/08/2019,20190829 29/08/2019 21:52,Ativo,1,AP,"OpenDownloadDocumentos('234018','1','708547','IPE')",,
01139-8,011398 TRONOX PIGMENTOS DO BRASIL S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Resposta ao Ofício nº 182/2019/CVM/SEP/GEA-3 -,20190829 29/08/2019,20190829 29/08/2019 14:33,Ativo,1,AP,"OpenDownloadDocumentos('233901','1','708427','IPE')",,
01159-2,011592 UNIPAR CARBOCLORO S.A.,Aviso aos Acionistas,Outros avisos,Leilão de Sobras de Bonificação -,20190829 29/08/2019,20190829 29/08/2019 17:10,Ativo,1,AP,"OpenDownloadDocumentos('233922','1','708449','IPE')",,
01193-2,011932 IOCHPE MAXION S.A.,Reunião da Administração,Conselho de Administração,Aumento de capital social de controladaAta,20190828 28/08/2019 17:00,20190829 29/08/2019 17:21,Ativo,1,AP,"OpenDownloadDocumentos('233931','1','708458','IPE')",,
01269-6,012696 SANSUY S.A. INDUSTRIA DE PLASTICOS,Reunião da Administração,Diretoria,Alteração de endereço de filial.Ata,20181221 21/12/2018 10:00,20190829 29/08/2019 17:13,Ativo,1,AP,"OpenDownloadDocumentos('233924','1','708451','IPE')",,
01377-3,013773 PBG S/A,Reunião da Administração,Conselho de Administração,Ata nº09.2019Ata,20190808 08/08/2019 10:00,20190829 29/08/2019 14:53,Ativo,1,AP,"OpenDownloadDocumentos('233903','1','708429','IPE')",,
01420-6,014206 BRB BCO DE BRASILIA S.A.,Reunião da Administração,Conselho de Administração,"Aprovar a destinação do lucro líquido apurado no primeiro semestre de 2019,Aprovar a destinação do lucro líquido apurado no segundo semestre de 2018, em complemento à destinação do lucro líquido do exercício de 2018,Aprovar as Demonstrações Contábeis e o Relatório de Administração do BRB – Banco de Brasília S.A., data-base de 31 de dezembro de 2018,Aprovar o Relatório de Administração e as Demonstrações Contábeis do BRB – Banco de Brasília S.A., data-base de 30 de junho de 2019Sumário das Decisões",20190826 26/08/2019 14:30,20190829 29/08/2019 11:28,Ativo,3,RE,"OpenDownloadDocumentos('233868','3','708393','IPE')",,
01420-6,014206 BRB BCO DE BRASILIA S.A.,Assembleia,AGE,"tomar conhecimento do Relatório da Adm. e examinar,para deliberação,contas,balanço,demonst. finan, pareceres do Cons. Fiscal e dos Auditores Ind. e resumo do rel. do Comitê de Aud., 31.12.2018.,deliberar sobre a destinação do lucro líquido do exercício social de 2018 e a distribuição dos dividendos,Destituir e eleger membro do Conselho Fiscal indicado pelo Acionista MajoritárioEdital de Convocação",20191002 02/10/2019 10:00,20190829 29/08/2019 18:39,Ativo,1,AP,"OpenDownloadDocumentos('233976','1','708504','IPE')",,
01420-6,014206 BRB BCO DE BRASILIA S.A.,Assembleia,AGE,"tomar conhecimento do Relatório da Adm. e examinar,para deliberação,contas,balanço,demonst. finan, pareceres do Cons. Fiscal e dos Auditores Ind. e resumo do rel. do Comitê de Aud., 31.12.2018.,deliberar sobre a destinação do lucro líquido do exercício social de 2018 e a distribuição dos dividendos,Destituir e eleger membro do Conselho Fiscal indicado pelo Acionista Majoritário.Proposta da Administração",20191002 02/10/2019 10:00,20190829 29/08/2019 18:41,Inativo,1,AP,"OpenDownloadDocumentos('233979','1','708507','IPE')",,
01420-6,014206 BRB BCO DE BRASILIA S.A.,Assembleia,AGE,Boletim de voto a distância,20191002 02/10/2019 10:00,20190829 29/08/2019 18:49,Ativo,1,AP,"OpenDownloadDocumentos('233983','1','708511','IPE')",,
01420-6,014206 BRB BCO DE BRASILIA S.A.,Assembleia,AGE,"Eleição de Membros dos Conselhos de Administração e Fiscal,Reforma EstatutáriaSumário das Decisões",20190829 29/08/2019 10:00,20190829 29/08/2019 22:24,Inativo,1,AP,"OpenDownloadDocumentos('234019','1','708548','IPE')",,
01420-6,014206 BRB BCO DE BRASILIA S.A.,Assembleia,AGE,"Reforma do Estatuto Social,Eleição de Membros do Conselho da Administração e FiscalMapa Final de Votação Sintético",20190829 29/08/2019 10:00,20190829 29/08/2019 22:26,Inativo,1,AP,"OpenDownloadDocumentos('234020','1','708549','IPE')",,
01420-6,014206 BRB BCO DE BRASILIA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Reforma do Estatuto,Eleição de Membros do Conselho Adminsitrativo e Fiscal -",20190829 29/08/2019,20190829 29/08/2019 22:28,Ativo,1,AP,"OpenDownloadDocumentos('234021','1','708550','IPE')",,
01420-6,014206 BRB BCO DE BRASILIA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Eleição de Membros do Conselho Adminsitrativo e Fiscal -,20190829 29/08/2019,20190829 29/08/2019 22:28,Ativo,1,AP,"OpenDownloadDocumentos('234021','1','708550','IPE')",,
01431-1,014311 CIA PARANAENSE DE ENERGIA - COPEL,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,RI 20/19 - UTE Araucária – Celebração de Contrato de Gás -,20190829 29/08/2019,20190829 29/08/2019 19:31,Ativo,1,AP,"OpenDownloadDocumentos('234003','1','708532','IPE')",,
01444-3,014443 CIA SANEAMENTO BASICO EST SAO PAULO,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,ITR - Informações Trimestrais - versão inglêsOutros,20190630 30/06/2019,20190829 29/08/2019 18:07,Ativo,1,AP,"OpenDownloadDocumentos('233960','1','708487','IPE')",,
01476-1,014761 CIA HERING,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20190829 29/08/2019,20190829 29/08/2019 09:02,Ativo,1,AP,"OpenDownloadDocumentos('233848','1','708373','IPE')",,
01509-1,015091 LITEL PARTICIPACOES S.A.,Assembleia,AGE,"Protocolo e Justificação de Incorporação, Fusão ou Cisão",20190909 09/09/2019 11:00,20190829 29/08/2019 12:26,Ativo,1,AP,"OpenDownloadDocumentos('233897','1','708423','IPE')",,
01530-0,015300 RUMO MALHA NORTE S.A.,Reunião da Administração,Conselho de Administração,Distribuição de Dividendos/Juros sobre Capital PróprioAta,20190820 20/08/2019 10:00,20190829 29/08/2019 18:58,Ativo,1,AP,"OpenDownloadDocumentos('233991','1','708519','IPE')",,
01582-2,015822 BANRISUL ARMAZENS GERAIS SA,Estatuto Social,,,20190829 29/08/2019,20190829 29/08/2019 14:49,Ativo,1,AP,"OpenDownloadDocumentos('233902','1','708428','IPE')",,
01582-2,015822 BANRISUL ARMAZENS GERAIS SA,Assembleia,AGE,Reforma EstatutáriaAta,20190829 29/08/2019 14:00,20190829 29/08/2019 14:54,Ativo,1,AP,"OpenDownloadDocumentos('233904','1','708430','IPE')",,
01582-2,015822 BANRISUL ARMAZENS GERAIS SA,Formulário de Referência,,,20190101 2019,20190829 29/08/2019 16:04,Inativo,3,RE,"OpenDownloadDocumentos('87054','3','015822FRE201920190300087054-74','')",,
01610-1,016101 GAFISA S.A.,Aviso aos Acionistas,Aumento de capital por subscrição privada deliberado em RCA,,20190815 15/08/2019 11:00,20190829 29/08/2019 19:03,Ativo,3,RC,"OpenDownloadDocumentos('233992','3','708520','IPE')",,
01629-2,016292 BRF S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),"Declaração de Alienação de Participação Acionária Relevante - Art.12, §4º, da Instrução CVM nº358/02",20190829 29/08/2019,20190829 29/08/2019 19:25,Ativo,1,AP,"OpenDownloadDocumentos('234001','1','708530','IPE')",,
01637-3,016373 CIA ESTADUAL DE ÁGUAS E ESGOTOS - CEDAE,Fato Relevante,,Reajuste tarifário provisório -,20190828 28/08/2019,20190829 29/08/2019 18:33,Ativo,2,RE,"OpenDownloadDocumentos('233973','2','708501','IPE')",,
01745-0,017450 RUMO S.A.,Regimento interno de Comitês,,Regimento Interno do Comitê de Partes Relacionadas -,20181029 29/10/2018 18:00,20190829 29/08/2019 20:05,Ativo,1,AP,"OpenDownloadDocumentos('234011','1','708540','IPE')",,
01791-4,017914 MMX MINERACAO E METALICOS S.A.,Fato Relevante,,Suspensão dos Efeitos da Decisão de Decretação de Falência -,20190828 28/08/2019,20190829 29/08/2019 11:43,Ativo,2,RE,"OpenDownloadDocumentos('233870','2','708395','IPE')",,
01791-4,017914 MMX MINERACAO E METALICOS S.A.,Fato Relevante,,Oscilações Atípicas -,20190829 29/08/2019,20190829 29/08/2019 20:05,Ativo,1,AP,"OpenDownloadDocumentos('234012','1','708541','IPE')",,
01797-3,017973 COGNA EDUCAÇÃO S.A.,Calendário de Eventos Corporativos,,,20191231 31/12/2019,20190829 29/08/2019 10:42,Ativo,3,RE,"OpenDownloadDocumentos('233859','3','708384','IPE')",,
01828-7,018287 CIBRASEC - COMPANHIA BRASILEIRA DE SECURITIZACAO,Assembleia,AGCRI,Proposta para a Assembleia Geral Extraordinária dos Titulares de Certificados de Recebíveis Imobiliários da 183ª série da 2ª Emissão da CIBRASEC a ser realizada em 17.09.2019.Proposta para a assembleia,20190917 17/09/2019 11:00,20190829 29/08/2019 11:04,Ativo,2,RE,"OpenDownloadDocumentos('233863','2','708388','IPE')",,
01853-8,018538 TERMINAL GARAGEM MENEZES CORTES S.A.,Assembleia,AGE,Alteração de Membros do Conselho de AdministraçãoAta,20190829 29/08/2019 11:00,20190829 29/08/2019 15:01,Ativo,1,AP,"OpenDownloadDocumentos('233909','1','708435','IPE')",,
01866-0,018660 CPFL ENERGIA S.A.,Fato Relevante,,"Celebração do contrato de compra e venda de ações relativo à aquisição, pela CPFL Energia, da totalidade da participação que a State Grid detém diretamente na CPFL Renováveis. -",20190829 29/08/2019,20190829 29/08/2019 18:55,Ativo,1,AP,"OpenDownloadDocumentos('233989','1','708517','IPE')",,
01866-0,018660 CPFL ENERGIA S.A.,Comunicação sobre Transação entre Partes Relacionadas,,"Celebração do contrato de compra e venda de ações relativo à aquisição, pela CPFL Energia, da totalidade da participação que a State Grid detém diretamente na CPFL Renováveis. -",20190829 29/08/2019,20190829 29/08/2019 18:58,Ativo,1,AP,"OpenDownloadDocumentos('233990','1','708518','IPE')",,
01882-1,018821 CCR S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20190829 29/08/2019,20190829 29/08/2019 19:24,Ativo,1,AP,"OpenDownloadDocumentos('234000','1','708529','IPE')",,
01910-0,019100 LIQ PARTICIPAÇÕES S.A.,Aviso aos Acionistas,Outros avisos,Resultado do leilão de sobra das ações resultante do grupamento -,20190829 29/08/2019,20190829 29/08/2019 18:47,Ativo,1,AP,"OpenDownloadDocumentos('233981','1','708509','IPE')",,
01918-6,019186 SANEAMENTO DE GOIAS SA,Reunião da Administração,Conselho de Administração,1. Ratificação do Quinto Termo Aditivo e do Terceiro Termo de Apostilamento ao Contrato nº 1940/2016Sumário das Decisões,20190822 22/08/2019 09:00,20190829 29/08/2019 10:59,Ativo,1,AP,"OpenDownloadDocumentos('233861','1','708386','IPE')",,
01944-5,019445 CIA SANEAMENTO DE MINAS GERAIS-COPASA MG,Assembleia,AGE,Mapa sintético consolidado de voto a distânciaMapa consolidado de voto a distância,20190830 30/08/2019 10:00,20190829 29/08/2019 08:50,Ativo,1,AP,"OpenDownloadDocumentos('233843','1','708368','IPE')",,
01973-9,019739 LOCALIZA RENT A CAR S.A.,Relatório de Sustentabilidade,,,20171231 31/12/2017,20190829 29/08/2019 18:05,Ativo,1,AP,"OpenDownloadDocumentos('233958','1','708485','IPE')",,
01976-3,019763 EDP - ENERGIAS DO BRASIL S.A.,Política de Transações entre Partes Relacionadas,,,20161031 31/10/2016 14:00,20190829 29/08/2019 11:14,Ativo,1,AP,"OpenDownloadDocumentos('233866','1','708391','IPE')",,
01990-9,019909 BR MALLS PARTICIPAÇOES S.A.,Formulário de Referência,,,20190101 2019,20190829 29/08/2019 18:50,Inativo,4,RE,"OpenDownloadDocumentos('87060','4','019909FRE201920190400087060-82','')",,
01992-5,019925 BR PROPERTIES S.A.,Aviso aos Debenturistas,,Pagamento de juros/remuneração -,20190829 29/08/2019,20190829 29/08/2019 17:24,Ativo,1,AP,"OpenDownloadDocumentos('233932','1','708459','IPE')",,
01998-4,019984 BRPR 56 SECURITIZADORA CRED IMOB S.A.,Estatuto Social,,,20190408 08/04/2019,20190829 29/08/2019 16:33,Ativo,1,AP,"OpenDownloadDocumentos('233918','1','708444','IPE')",,
02001-0,020010 EQUATORIAL ENERGIA S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Demonstrações Financeiras em BR GAAP (versão em inglês)Outros,20190630 30/06/2019,20190829 29/08/2019 16:46,Ativo,1,AP,"OpenDownloadDocumentos('233920','1','708446','IPE')",,
02025-7,020257 TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Documentos de Oferta de Distribuição Pública,Comunicação de Modificação de Oferta,"DISPONIBILIZAÇÃO DE NOVA VERSÃO DO PROSPECTO PRELIMINAR OFERTA PÚBLICA DE DISTRIBUIÇÃO DE DEBÊNTURES SIMPLES, NÃO CONVERSÍVEIS EM AÇÕES, DA ESPÉCIE QUIROGRAFÁRIA, EM SÉRIE ÚNICA DA 7ª EMISSÃO DA TAESA -",20190829 29/08/2019,20190829 29/08/2019 08:50,Ativo,1,AP,"OpenDownloadDocumentos('233844','1','708369','IPE')",,
02025-7,020257 TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.,Documentos de Oferta de Distribuição Pública,Prospecto de Distribuição Pública,"PROSPECTO PRELIMINAR DA OFERTA PÚBLICA DE DISTRIBUIÇÃO DE DEBÊNTURES SIMPLES, NÃO CONVERSÍVEIS EM AÇÕES, DA ESPÉCIE QUIROGRAFÁRIA, EM SÉRIE ÚNICA, DA 7ª (SÉTIMA) EMISSÃO DA TAESAProspecto Preliminar",20190829 29/08/2019,20190829 29/08/2019 08:59,Ativo,1,AP,"OpenDownloadDocumentos('233845','1','708370','IPE')",,
02054-0,020540 CPFL ENERGIAS RENOVÁVEIS S.A.,Fato Relevante,,"Celebração do contrato de compra e venda de ações relativo à aquisição, pela CPFL Energia, da totalidade da participação que a State Grid detém diretamente na CPFL Renováveis. -",20190829 29/08/2019,20190829 29/08/2019 19:11,Inativo,1,AP,"OpenDownloadDocumentos('233997','1','708525','IPE')",,
02054-0,020540 CPFL ENERGIAS RENOVÁVEIS S.A.,Fato Relevante,,"Celebração do contrato de compra e venda de ações relativo à aquisição, pela CPFL Energia, da totalidade da participação que a State Grid detém diretamente na CPFL Renováveis. -",20190829 29/08/2019,20190829 29/08/2019 19:24,Ativo,2,RE,"OpenDownloadDocumentos('233999','2','708528','IPE')",,
02071-0,020710 LOG-IN LOGISTICA INTERMODAL S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20190630 30/06/2019,20190829 29/08/2019 11:15,Ativo,1,AP,"OpenDownloadDocumentos('233867','1','708392','IPE')",,
02080-0,020800 TEGMA GESTAO LOGISTICA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Atribuição de rating pela Fitch -,20190829 29/08/2019,20190829 29/08/2019 17:29,Ativo,1,AP,"OpenDownloadDocumentos('233939','1','708466','IPE')",,
02093-1,020931 MINERVA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Abertura Indonésia -,20190829 29/08/2019,20190829 29/08/2019 17:31,Ativo,1,AP,"OpenDownloadDocumentos('233944','1','708471','IPE')",,
02100-8,021008 GENERAL SHOPPING E OUTLETS DO BRASIL S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20190630 30/06/2019,20190829 29/08/2019 13:05,Ativo,1,AP,"OpenDownloadDocumentos('233899','1','708425','IPE')",,
02104-0,021040 CYRELA COMMERCIAL PROPERT S.A. EMPR PART,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20171231 31/12/2017,20190829 29/08/2019 19:06,Ativo,2,RE,"OpenDownloadDocumentos('233994','2','708522','IPE')",,
02104-0,021040 CYRELA COMMERCIAL PROPERT S.A. EMPR PART,DFP,,,20171231 31/12/2017,20190829 29/08/2019 18:06,Ativo,3,RE,"OpenDownloadDocumentos('87059','3','021040DFP311220170300087059-72','DFP')",,
02118-0,021180 BRASIL BROKERS PARTICIPACOES S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Aditivo Bradesco -,20190829 29/08/2019,20190829 29/08/2019 20:42,Ativo,1,AP,"OpenDownloadDocumentos('234017','1','708546','IPE')",,
02174-1,021741 ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,Assembleia,AGCRA,"Edital de Convocação de Assembleia de Titulares dos CRAs das 139ª, 140ª e 141ª Séries da 1ª EmissãoEdital de Convocação",20190912 12/09/2019 10:00,20190829 29/08/2019 19:52,Ativo,1,AP,"OpenDownloadDocumentos('234006','1','708535','IPE')",,
02174-1,021741 ECO SECURITIZADORA DIREITOS CRED AGRONEGÓCIO S.A.,Assembleia,AGCRA,"Proposta para Assembleia de Titulares dos CRAs das 139ª, 140ª e 141ª Séries da 1ª EmissãoProposta para a assembleia",20190912 12/09/2019 10:00,20190829 29/08/2019 19:53,Ativo,1,AP,"OpenDownloadDocumentos('234007','1','708536','IPE')",,
02190-3,021903 ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.,Reunião da Administração,Conselho de Administração,Termo de Quitação de Adiantamento para Futuro Aumento de Capital entre a Ecorodovias Infraestrutura e Logística e a CompanhiaAta,20190821 21/08/2019 18:30,20190829 29/08/2019 17:19,Ativo,1,AP,"OpenDownloadDocumentos('233929','1','708456','IPE')",,
02198-9,021989 AUTOPISTA FERNÃO DIAS SA,Reunião da Administração,Conselho de Administração,Eleição de Diretor(es)Ata,20190801 01/08/2019 09:00,20190829 29/08/2019 08:41,Ativo,1,AP,"OpenDownloadDocumentos('233842','1','708367','IPE')",,
02198-9,021989 AUTOPISTA FERNÃO DIAS SA,Formulário de Referência,,,20190101 2019,20190829 29/08/2019 09:09,Inativo,2,RE,"OpenDownloadDocumentos('87052','2','021989FRE201920190200087052-78','')",,
02205-5,022055 MARISA LOJAS S.A.,Reunião da Administração,Conselho de Administração,Eleição de Diretor(es)Ata,20190828 28/08/2019 09:00,20190829 29/08/2019 16:40,Ativo,1,AP,"OpenDownloadDocumentos('233919','1','708445','IPE')",,
02205-5,022055 MARISA LOJAS SA,Formulário de Referência,,,20190101 2019,20190829 29/08/2019 16:42,Inativo,4,RE,"OpenDownloadDocumentos('87055','4','022055FRE201920190400087055-70','')",,
02207-1,022071 CONC ROTA DAS BANDEIRAS S.A.,Fato Relevante,,Divulgação de Projeções Financeiras -,20190829 29/08/2019,20190829 29/08/2019 18:11,Ativo,1,AP,"OpenDownloadDocumentos('233962','1','708489','IPE')",,
02227-6,022276 TRUE SECURITIZADORA S.A.,Assembleia,AGCRA,Termo de Não Instalação da Assembleia Geral Extraordinária dos Titulares de CRA da 2ª Série da 1ª EmissãoSumário das Decisões,20190829 29/08/2019 11:00,20190829 29/08/2019 14:54,Ativo,1,AP,"OpenDownloadDocumentos('233905','1','708431','IPE')",,
02235-7,022357 ALIANSCE SONAE SHOPPING CENTERS S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Aquisição de participações adicionais no Shopping Taboão e no Shopping Grande Rio -,20190829 29/08/2019,20190829 29/08/2019 19:09,Ativo,1,AP,"OpenDownloadDocumentos('233995','1','708523','IPE')",,
02261-6,022616 BCO BTG PACTUAL S.A.,Comunicado ao Mercado,Aquisição/Alienação de Participação Acionária (art. 12 da Instr. CVM nº 358),Declaração de Aquisição de Participação Acionária Relevante - Art.12 da Instrução CVM nº358/02,20190828 28/08/2019,20190829 29/08/2019 10:32,Ativo,1,AP,"OpenDownloadDocumentos('233858','1','708383','IPE')",,
02292-6,022926 VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA,Reunião da Administração,Conselho Fiscal,"(ii) as contas da Companhia referentes ao segundo trimstre de 2019;,(iii) a aprovação da agenda para as proxímas reuniões do Conselho Fiscal.,Deliberar sobre (i) as demonstrações financeiras de julho 2019;Ata",20190827 27/08/2019 16:30,20190829 29/08/2019 11:55,Ativo,1,AP,"OpenDownloadDocumentos('233872','1','708397','IPE')",,
02303-5,023035 LINX S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras em Padrões Internacionais,Versão em InglêsDemonstrações Financeiras em IFRS,20190630 30/06/2019,20190829 29/08/2019 10:22,Ativo,1,AP,"OpenDownloadDocumentos('233857','1','708382','IPE')",,
02326-4,023264 AMBEV S.A.,Formulário de Referência,,,20190101 2019,20190829 29/08/2019 17:42,Inativo,3,RE,"OpenDownloadDocumentos('87058','3','023264FRE201920190300087058-71','')",,
02332-9,023329 TERMELÉTRICA PERNAMBUCO III S.A.,Aviso aos Debenturistas,,Pagamento de juros/remuneração -,20190829 29/08/2019,20190829 29/08/2019 11:41,Ativo,1,AP,"OpenDownloadDocumentos('233869','1','708394','IPE')",,
02353-1,023531 CLARO TELECOM PARTICIPAÇÕES S.A.,Formulário Cadastral,,,20190101 2019,20190829 29/08/2019 20:37,Ativo,5,RE,"OpenDownloadDocumentos('87063','5','023531FCA000020190500087063-72','FCA')",,
02353-1,023531 CLARO TELECOM PARTICIPAÇÕES S.A.,Formulário Cadastral,,,20190101 2019,20190829 29/08/2019 19:23,Inativo,4,RE,"OpenDownloadDocumentos('87061','4','023531FCA000020190400087061-83','FCA')",,
02357-4,023574 INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,Fato Relevante,,2ª Emissão de Debêntures -,20190829 29/08/2019,20190829 29/08/2019 09:00,Ativo,1,AP,"OpenDownloadDocumentos('233846','1','708371','IPE')",,
02357-4,023574 INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,Reunião da Administração,Conselho de Administração,"(i) a realização, pela Companhia, de sua 2ª emissão de debêntures simples;,(ii) a autorização expressa para a Diretoria da Companhia praticar todos os atos, tomar todas as providências e adotar todas as medidas necessárias relativas à Emissão e à Oferta Restrita;,(iii) a ratificação dos atos já praticados pela Diretoria da Companhia e procuradores bastente constituídos, relacionados às deliberações acima.Ata",20190829 29/08/2019 08:00,20190829 29/08/2019 09:01,Ativo,1,AP,"OpenDownloadDocumentos('233847','1','708372','IPE')",,
02357-4,023574 INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,Escrituras e aditamentos de debêntures,,Escritura da 2ª (segunda) Emissão De Debêntures Simples -,20190829 29/08/2019,20190829 29/08/2019 09:02,Ativo,1,AP,"OpenDownloadDocumentos('233849','1','708374','IPE')",,
02357-4,023574 INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Aprovação pelo CADE da Incorporação de Ações da MultiQSR. -,20190829 29/08/2019,20190829 29/08/2019 17:40,Ativo,1,AP,"OpenDownloadDocumentos('233955','1','708482','IPE')",,
02360-4,023604 YOU INC INCORPORADORA E PARTICIPAÇÃO S.A,Reunião da Administração,Conselho de Administração,Deliberar a autorização para a Companhia figurar como tomadora no Contrato de Conta Garantida junto a AXA Seguradora S/A.Ata,20190826 26/08/2019 11:00,20190829 29/08/2019 15:00,Ativo,1,AP,"OpenDownloadDocumentos('233908','1','708434','IPE')",,
02360-4,023604 YOU INC INCORPORADORA E PARTICIPAÇÃO S.A,Reunião da Administração,Conselho de Administração,Deliberar autorização para aditamento das condições de empréstimo na operação junto ao Banco ABC Brasil S/AAta,20190826 26/08/2019 11:30,20190829 29/08/2019 15:07,Ativo,1,AP,"OpenDownloadDocumentos('233910','1','708436','IPE')",,
02405-8,024058 CENTRO DE IMAGEM DIAGNOSTICOS S.A.,Reunião da Administração,Conselho de Administração,"(i) o aumento do número de ações objeto do Primeiro Programa de Outorga de Ações Restritas,(ii) a eleição da Sra. Thais Dias Gonzalez para o cargo de membro do Comitê Médico;,(iii) a futura incorporação, pela Companhia e/ou qualquer de suas subsidiárias, da SONIMED MEDICINA NUCLEAR LTDA.Ata",20190829 29/08/2019 09:30,20190829 29/08/2019 17:34,Ativo,1,AP,"OpenDownloadDocumentos('233949','1','708476','IPE')",,
02409-0,024090 INSTITUTO HERMES PARDINI S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Celebração Contrato Compra e Venda de Ações e Outras Avenças -,20190829 29/08/2019,20190829 29/08/2019 18:05,Ativo,1,AP,"OpenDownloadDocumentos('233959','1','708486','IPE')",,
02411-2,024112 AZUL S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,Azul Cargo Express e Mercado Livre fecham parceria para entregas em todo o Brasil -,20190829 29/08/2019,20190829 29/08/2019 14:01,Ativo,1,AP,"OpenDownloadDocumentos('233900','1','708426','IPE')",,
