cvm_code,company,category,type,kind,reference_date,issue_dttm,status,v,modality,download
02426-0,024260 Smartfit Escola de Ginástica e Dança S/A,ITR,,,20190630 30/06/2019,20190925 25/09/2019 11:25,Ativo,2,RE,"OpenDownloadDocumentos('88432','2','024260ITR300620190200088432-79','ITR')"
02429-5,024295 PETROBRAS DISTRIBUIDORA S/A,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Criação da Diretoria Executiva de Gente e Gestão, -",20190925 25/09/2019,20190925 25/09/2019 07:59,Inativo,1,AP,"OpenDownloadDocumentos('237522','1','712354','IPE')"
02429-5,024295 PETROBRAS DISTRIBUIDORA S/A,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Criação da Diretoria Executiva de Gente e Gestão, -",20190925 25/09/2019,20190925 25/09/2019 15:15,Ativo,2,RE,"OpenDownloadDocumentos('237593','2','712425','IPE')"
02429-5,024295 PETROBRAS DISTRIBUIDORA S/A,Fato Relevante,,"Quitação Antecipada da Dívida da Amazonas Energia, -",20190925 25/09/2019,20190925 25/09/2019 23:48,Inativo,1,AP,"OpenDownloadDocumentos('237681','1','712520','IPE')"
02440-6,024406 BANCO INTER S.A.,Acordo de Acionistas,,,20190913 13/09/2019,20190925 25/09/2019 16:07,Ativo,2,RE,"OpenDownloadDocumentos('237595','2','712427','IPE')"
02440-6,024406 BANCO INTER S.A.,Reunião da Administração,Conselho de Administração,"Declaração e Pagamento de Juros Sobre o Capital Próprio,Ata",20190925 25/09/2019 18:00,20190925 25/09/2019 18:27,Ativo,1,AP,"OpenDownloadDocumentos('237624','1','712458','IPE')"
02440-6,024406 BANCO INTER S.A.,Fato Relevante,,"Distribuição de Juros sobre o Capital Próprio, -",20190925 25/09/2019,20190925 25/09/2019 18:28,Ativo,1,AP,"OpenDownloadDocumentos('237625','1','712459','IPE')"
02440-6,024406 Banco Inter S/A,Formulário de Referência,,,20190101 2019,20190925 25/09/2019 20:26,Inativo,14,RE,"OpenDownloadDocumentos('88447','14','024406FRE201920191400088447-73','')"
02469-4,024694 GRUPO SBF SA,Plano de Remuneração Baseado em Ações,,,20190920 20/09/2019,20190925 25/09/2019 20:17,Ativo,1,AP,"OpenDownloadDocumentos('237666','1','712504','IPE')"
02469-4,024694 GRUPO SBF SA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Renúncia de Diretor, -",20190925 25/09/2019,20190925 25/09/2019 20:20,Ativo,1,AP,"OpenDownloadDocumentos('237668','1','712506','IPE')"
05001-6,"050016 AVON PRODUCTS, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"425, -",20190925 25/09/2019,20190925 25/09/2019 19:15,Ativo,1,AP,"OpenDownloadDocumentos('237646','1','712484','IPE')"
05001-6,"050016 AVON PRODUCTS, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"425, -",20190925 25/09/2019,20190925 25/09/2019 19:16,Ativo,1,AP,"OpenDownloadDocumentos('237648','1','712486','IPE')"
05004-0,050040 PFIZER INC.,Aviso aos Acionistas,Outros avisos,"Pagamento de Dividendos - Aviso Inicial, -",20190925 25/09/2019,20190925 25/09/2019 10:11,Ativo,1,AP,"OpenDownloadDocumentos('237538','1','712370','IPE')"
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 11:35,Ativo,1,AP,"OpenDownloadDocumentos('237545','1','712377','IPE')"
05005-9,050059 BANK OF AMERICA CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 19:24,Ativo,1,AP,"OpenDownloadDocumentos('237660','1','712498','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 11:49,Ativo,1,AP,"OpenDownloadDocumentos('237562','1','712394','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"FWP, -",20190925 25/09/2019,20190925 25/09/2019 19:20,Ativo,1,AP,"OpenDownloadDocumentos('237655','1','712493','IPE')"
05009-1,050091 GOLDMAN SACHS GROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 19:20,Ativo,1,AP,"OpenDownloadDocumentos('237656','1','712494','IPE')"
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 11:38,Ativo,1,AP,"OpenDownloadDocumentos('237549','1','712381','IPE')"
05010-5,050105 CITIGROUP INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 19:18,Ativo,1,AP,"OpenDownloadDocumentos('237652','1','712490','IPE')"
05013-0,050130 WELLS FARGO COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 19:15,Ativo,1,AP,"OpenDownloadDocumentos('237645','1','712483','IPE')"
05013-0,050130 WELLS FARGO COMPANY,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 19:16,Ativo,1,AP,"OpenDownloadDocumentos('237647','1','712485','IPE')"
05016-4,050164 INTEL CORPORATION,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 19:19,Ativo,1,AP,"OpenDownloadDocumentos('237654','1','712492','IPE')"
05031-8,050318 AT&T INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8K, -",20190925 25/09/2019,20190925 25/09/2019 11:51,Ativo,1,AP,"OpenDownloadDocumentos('237566','1','712398','IPE')"
05041-5,050415 QUALCOMM INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 11:52,Ativo,1,AP,"OpenDownloadDocumentos('237568','1','712400','IPE')"
05041-5,050415 QUALCOMM INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 11:54,Ativo,1,AP,"OpenDownloadDocumentos('237569','1','712401','IPE')"
05043-1,050431 HALLIBURTON COMPANY,Aviso aos Acionistas,Outros avisos,"Pagamento de Dividendos - Aviso Final, -",20190925 25/09/2019,20190925 25/09/2019 14:29,Ativo,1,AP,"OpenDownloadDocumentos('237584','1','712416','IPE')"
05045-8,"050458 NETFLIX, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 11:56,Ativo,1,AP,"OpenDownloadDocumentos('237574','1','712406','IPE')"
05048-2,050482 AMGEN INC.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"SC 13G, -",20190925 25/09/2019,20190925 25/09/2019 11:33,Ativo,1,AP,"OpenDownloadDocumentos('237543','1','712375','IPE')"
05056-3,050563 THE HOME DEPOT,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 11:48,Ativo,1,AP,"OpenDownloadDocumentos('237561','1','712393','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 11:50,Cancelado,1,AP,"OpenDownloadDocumentos('237563','1','712395','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 11:54,Ativo,1,AP,"OpenDownloadDocumentos('237570','1','712402','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"FWP, -",20190925 25/09/2019,20190925 25/09/2019 19:18,Ativo,1,AP,"OpenDownloadDocumentos('237651','1','712489','IPE')"
05057-1,050571 JPMORGAN CHASE & CO.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B2, -",20190925 25/09/2019,20190925 25/09/2019 19:18,Ativo,1,AP,"OpenDownloadDocumentos('237653','1','712491','IPE')"
05074-1,"050741 TWITTER, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 11:45,Ativo,1,AP,"OpenDownloadDocumentos('237552','1','712384','IPE')"
05085-7,050857 ACCENTURE PLC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8K, -",20190925 25/09/2019,20190925 25/09/2019 11:50,Ativo,1,AP,"OpenDownloadDocumentos('237564','1','712396','IPE')"
05099-7,"050997 COTY, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"3, -",20190925 25/09/2019,20190925 25/09/2019 11:45,Ativo,1,AP,"OpenDownloadDocumentos('237553','1','712385','IPE')"
05099-7,"050997 COTY, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 11:46,Ativo,1,AP,"OpenDownloadDocumentos('237555','1','712387','IPE')"
05099-7,"050997 COTY, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"DEF 14A, -",20190925 25/09/2019,20190925 25/09/2019 11:47,Ativo,1,AP,"OpenDownloadDocumentos('237557','1','712390','IPE')"
05099-7,"050997 COTY, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"DEFA 14A, -",20190925 25/09/2019,20190925 25/09/2019 11:48,Ativo,1,AP,"OpenDownloadDocumentos('237560','1','712392','IPE')"
05123-3,"051233 THERMO FISHER SCIENTIFIC, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"FWP, -",20190925 25/09/2019,20190925 25/09/2019 11:47,Ativo,1,AP,"OpenDownloadDocumentos('237556','1','712388','IPE')"
05123-3,"051233 THERMO FISHER SCIENTIFIC, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 11:47,Ativo,1,AP,"OpenDownloadDocumentos('237559','1','712391','IPE')"
05128-4,"051284 BEST BUY CO., INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 11:36,Ativo,1,AP,"OpenDownloadDocumentos('237546','1','712378','IPE')"
05140-3,"051403 TESLA, INC",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"CT ORDER, -",20190925 25/09/2019,20190925 25/09/2019 11:51,Ativo,1,AP,"OpenDownloadDocumentos('237565','1','712397','IPE')"
05152-7,"051527 ALTRIA GROUP, INC.",Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 11:32,Ativo,1,AP,"OpenDownloadDocumentos('237542','1','712374','IPE')"
05158-6,051586 BROADCOM INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B5, -",20190925 25/09/2019,20190925 25/09/2019 11:37,Ativo,1,AP,"OpenDownloadDocumentos('237547','1','712379','IPE')"
05158-6,051586 BROADCOM INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"FWP, -",20190925 25/09/2019,20190925 25/09/2019 11:37,Ativo,1,AP,"OpenDownloadDocumentos('237548','1','712380','IPE')"
05168-3,051683 CME GROUP INC.,Aviso aos Acionistas,Outros avisos,"Pagamento de Dividendos - Aviso Final, -",20190925 25/09/2019,20190925 25/09/2019 14:43,Ativo,1,AP,"OpenDownloadDocumentos('237587','1','712419','IPE')"
05169-1,051691 CONSTELLATION BRANDS INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 19:23,Ativo,1,AP,"OpenDownloadDocumentos('237659','1','712497','IPE')"
05174-8,051748 DENTSPLY SIRONA INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 19:21,Ativo,1,AP,"OpenDownloadDocumentos('237657','1','712495','IPE')"
05178-0,051780 DOLLAR TREE INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 11:55,Ativo,1,AP,"OpenDownloadDocumentos('237571','1','712403','IPE')"
05184-5,051845 FIFTH THIRD BANCORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 11:56,Ativo,1,AP,"OpenDownloadDocumentos('237573','1','712405','IPE')"
05195-0,051950 MARKEL CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"4, -",20190925 25/09/2019,20190925 25/09/2019 19:17,Ativo,1,AP,"OpenDownloadDocumentos('237650','1','712488','IPE')"
05200-0,052000 NORTHROP GRUMMAN CORP,Aviso aos Acionistas,Outros avisos,"Pagamento de Dividendos - Aviso Final, -",20190925 25/09/2019,20190925 25/09/2019 14:53,Ativo,1,AP,"OpenDownloadDocumentos('237588','1','712420','IPE')"
05205-1,052051 PHILIP MORRIS INTERNATIONAL INC,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 11:56,Ativo,1,AP,"OpenDownloadDocumentos('237572','1','712404','IPE')"
05218-3,052183 VALLEY NATIONAL BANCORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"424B3, -",20190925 25/09/2019,20190925 25/09/2019 19:17,Ativo,1,AP,"OpenDownloadDocumentos('237649','1','712487','IPE')"
05221-3,052213 VF CORP,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"8-K, -",20190925 25/09/2019,20190925 25/09/2019 11:44,Ativo,1,AP,"OpenDownloadDocumentos('237551','1','712383','IPE')"
05228-0,052280 ALIBABA GROUP HOLDING LTD,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"6-K, -",20190925 25/09/2019,20190925 25/09/2019 11:30,Ativo,1,AP,"OpenDownloadDocumentos('237541','1','712373','IPE')"
05234-5,052345 CTRIP.COM INTERNATIONAL LTD,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"6-K, -",20190925 25/09/2019,20190925 25/09/2019 19:22,Ativo,1,AP,"OpenDownloadDocumentos('237658','1','712496','IPE')"
05236-1,052361 ENI SPA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Vedação do Livro , -",20190925 25/09/2019,20190925 25/09/2019 18:34,Ativo,1,AP,"OpenDownloadDocumentos('237632','1','712467','IPE')"
05242-6,052426 ORANGE SA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Vedação do Livro , -",20190925 25/09/2019,20190925 25/09/2019 18:34,Ativo,1,AP,"OpenDownloadDocumentos('237631','1','712466','IPE')"
05246-9,052469 BANCO SANTANDER SA,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"6-K, -",20190925 25/09/2019,20190925 25/09/2019 11:34,Ativo,1,AP,"OpenDownloadDocumentos('237544','1','712376','IPE')"
05249-3,052493 SANOFI,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Vedação do Livro , -",20190925 25/09/2019,20190925 25/09/2019 18:34,Ativo,1,AP,"OpenDownloadDocumentos('237633','1','712468','IPE')"
05251-5,052515 TOYOTA MOTOR CORP.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"6-K, -",20190925 25/09/2019,20190925 25/09/2019 11:45,Ativo,1,AP,"OpenDownloadDocumentos('237554','1','712386','IPE')"
05252-3,052523 TOTAL S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Vedação do Livro , -",20190925 25/09/2019,20190925 25/09/2019 18:34,Ativo,1,AP,"OpenDownloadDocumentos('237634','1','712469','IPE')"
05253-1,052531 TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"6-K, -",20190925 25/09/2019,20190925 25/09/2019 11:51,Ativo,1,AP,"OpenDownloadDocumentos('237567','1','712399','IPE')"
05259-0,052590 Ferrari NV,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Vedação do Livro , -",20190925 25/09/2019,20190925 25/09/2019 18:34,Ativo,1,AP,"OpenDownloadDocumentos('237635','1','712470','IPE')"
91014-1,910141 AB CONCESSOES S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20171231 31/12/2017,20190925 25/09/2019 14:37,Ativo,1,AP,"OpenDownloadDocumentos('237585','1','712417','IPE')"
91014-1,910141 AB CONCESSOES S.A.,Dados Econômico-Financeiros,Demonstrações Financeiras Anuais Completas,,20161231 31/12/2016,20190925 25/09/2019 14:38,Ativo,1,AP,"OpenDownloadDocumentos('237586','1','712418','IPE')"
00090-6,000906 BCO BRADESCO S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Alienação da totalidade das ações detidas na Chain Serviços e Contact Center S.A., -",20190926 26/09/2019,20190926 26/09/2019 19:04,Ativo,1,AP,"OpenDownloadDocumentos('237834','1','712682','IPE')"
00115-5,001155 BANESTES S.A. - BCO EST ESPIRITO SANTO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Criação de Carteira de Investimento, -",20190926 26/09/2019,20190926 26/09/2019 11:04,Ativo,1,AP,"OpenDownloadDocumentos('237727','1','712573','IPE')"
00121-0,001210 BCO ESTADO DO RIO GRANDE DO SUL S.A.,Assembleia,AGE,"Mapa do Escriturador,Mapa do Escriturador",20190930 30/09/2019 14:00,20190926 26/09/2019 09:16,Ativo,1,AP,"OpenDownloadDocumentos('237700','1','712546','IPE')"
00135-0,001350 BANCO NACIONAL S.A. - EM LIQUIDAÇÃO EXTR,Informações Companhias em Liquidação,"Outros relatórios, pareceres ou informações contábeis","Balanço Patrimonial, Demonstração do Resultado do Exercício e Notas Explicativas, -",20181231 31/12/2018,20190926 26/09/2019 16:12,Inativo,1,AP,"OpenDownloadDocumentos('237763','1','712610','IPE')"
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"IE Madeira, -",20190926 26/09/2019,20190926 26/09/2019 19:05,Ativo,1,AP,"OpenDownloadDocumentos('237835','1','712684','IPE')"
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Carta Anual de Governança Corporativa,"Carta Anual de Governança Corporativa (art. 8º, VIII da Lei 13.303/16",,20190926 26/09/2019,20190926 26/09/2019 19:11,Cancelado,1,AP,"OpenDownloadDocumentos('237838','1','712686','IPE')"
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Fato Relevante,,"Incorporação TDG Chesf, -",20190926 26/09/2019,20190926 26/09/2019 19:24,Ativo,1,AP,"OpenDownloadDocumentos('237843','1','712691','IPE')"
00243-7,002437 CENTRAIS ELET BRAS S.A. - ELETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Opção Amazonas, -",20190926 26/09/2019,20190926 26/09/2019 19:25,Ativo,1,AP,"OpenDownloadDocumentos('237844','1','712692','IPE')"
00245-3,002453 CIA ENERGETICA DE MINAS GERAIS - CEMIG,Fato Relevante,,"Gasmig conclui Primeira Emissão de Notas Promissórias Comerciais e paga bônus de outorga , -",20190926 26/09/2019,20190926 26/09/2019 19:19,Ativo,1,AP,"OpenDownloadDocumentos('237841','1','712689','IPE')"
00246-1,002461 CENTRAIS ELET DE SANTA CATARINA S.A.,Reunião da Administração,Conselho de Administração,"Alteração de Membros do Conselho de Administração,Aprovado Plano de Negócios em Transmissão de Energia e Autorização para Realização de Chamada Pública para Formação de Parceria em Transmissão de Energia.,Autorização para realização de Assembleia Geral de Acionistas para eleição de membros do Conselho de Administração; ,Orientação de voto para adequações ao Estatuto Social e Acordo de Acionistas da SCGÁS em atendimento à Lei Estadual nº 1.178.,Orientação de voto para Aumento de Capital e Integralização dos Recursos na SPE EDP Transmissão Aliança SC S.A,Sumário das Decisões",20190926 26/09/2019 09:00,20190926 26/09/2019 15:46,Ativo,1,AP,"OpenDownloadDocumentos('237758','1','712605','IPE')"
00246-1,002461 CENTRAIS ELET DE SANTA CATARINA S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Substituição de membro do Conselho de Administração, -",20190926 26/09/2019,20190926 26/09/2019 15:50,Ativo,1,AP,"OpenDownloadDocumentos('237759','1','712606','IPE')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Reunião da Administração,Conselho de Administração,"Acompanhamento dos trabalhos da Auditoria Interna,Alteração de alçada,Assuntos Jurídicos,Assuntos Regulatórios,Convocação de Assembleia Geral Extraordinária,Copen,Desestatização,Eletronet,Estratégia de Comercialização 2019/2024,Governança das Investidas,Lei Geral de Proteção de dados,Memória da Eletricidade,Modernização do Estatuto Social,Relatório Gerencial do mês de agosto de 2019,Sumário das Decisões",20190925 25/09/2019 17:30,20190926 26/09/2019 08:07,Ativo,1,AP,"OpenDownloadDocumentos('237685','1','712524','IPE')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 14:08,Ativo,1,AP,"OpenDownloadDocumentos('237743','1','712589','IPE')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 14:09,Ativo,1,AP,"OpenDownloadDocumentos('237744','1','712590','IPE')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 14:10,Ativo,1,AP,"OpenDownloadDocumentos('237745','1','712591','IPE')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 14:11,Ativo,1,AP,"OpenDownloadDocumentos('237746','1','712592','IPE')"
00320-4,003204 CIA ESTADUAL GER.TRANS.ENER.ELET-CEEE-GT,Contratos de Indenidade,Contratos de indenidade e aditivos,"Contrato de Indenidade CAE, -",20190918 18/09/2019,20190926 26/09/2019 14:13,Ativo,1,AP,"OpenDownloadDocumentos('237747','1','712593','IPE')"
00332-8,003328 CIA HIDRO ELÉTRICA DO SÃO FRANCISCO,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"IE Madeira - TLD Instalações Complexo do Madeira, -",20190926 26/09/2019,20190926 26/09/2019 19:36,Ativo,1,AP,"OpenDownloadDocumentos('237845','1','712693','IPE')"
00417-0,004170 VALE S.A.,Fato Relevante,,"Vale revisa guidance de produção de pelotas, -",20190926 26/09/2019,20190926 26/09/2019 09:05,Ativo,1,AP,"OpenDownloadDocumentos('237696','1','712542','IPE')"
00417-0,004170 VALE S.A.,Fato Relevante,,"Modificação de Projeções Divulgadas, -",20190926 26/09/2019,20190926 26/09/2019 09:12,Ativo,1,AP,"OpenDownloadDocumentos('237699','1','712545','IPE')"
00417-0,004170 VALE S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Vale anuncia resultados e aumento de valor de ofertas de aquisição de bonds, -",20190926 26/09/2019,20190926 26/09/2019 09:42,Ativo,1,AP,"OpenDownloadDocumentos('237707','1','712553','IPE')"
00417-0,004170 VALE S.A.,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Vale anuncia precificação de ofertas de aquisição de bonds, -",20190926 26/09/2019,20190926 26/09/2019 20:34,Ativo,1,AP,"OpenDownloadDocumentos('237850','1','712698','IPE')"
00520-7,005207 DOHLER S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Negociações atípicas de valores mobiliários, -",20190926 26/09/2019,20190926 26/09/2019 17:06,Ativo,1,AP,"OpenDownloadDocumentos('237766','1','712613','IPE')"
00538-0,005380 ELECTRO ACO ALTONA S.A.,Comunicado ao Mercado,Esclarecimentos sobre questionamentos da CVM/B3,"Negociações atípicas de valores mobiliários, -",20190926 26/09/2019,20190926 26/09/2019 17:28,Ativo,1,AP,"OpenDownloadDocumentos('237795','1','712643','IPE')"
00576-2,005762 ETERNIT S.A.,Aviso aos Acionistas,Outros avisos,"Disponibilização das ações, -",20190926 26/09/2019,20190926 26/09/2019 08:28,Ativo,1,AP,"OpenDownloadDocumentos('237690','1','712536','IPE')"
00576-2,005762 ETERNIT S.A. - EM RECUPERAÇÃO JUDICIAL,Formulário de Referência,,,20190101 2019,20190926 26/09/2019 16:20,Inativo,2,RE,"OpenDownloadDocumentos('88454','2','005762FRE201920190200088454-71','')"
00845-1,008451 MARCOPOLO S.A.,Reunião da Administração,Conselho de Administração,"Aquisição de Ações de Emissão da Própria Companhia,Distribuição de Dividendos/Juros sobre Capital Próprio,Ata",20190829 29/08/2019 10:45,20190926 26/09/2019 15:06,Ativo,3,RE,"OpenDownloadDocumentos('237756','3','712602','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Fato Relevante,,"Petrobras aprova revisão de seu posicionamento estratégico, -",20190926 26/09/2019,20190926 26/09/2019 08:30,Ativo,1,AP,"OpenDownloadDocumentos('237691','1','712537','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Petrobras informa eleição de Diretor Executivo de Transformação Digital e Inovação, -",20190926 26/09/2019,20190926 26/09/2019 08:34,Ativo,1,AP,"OpenDownloadDocumentos('237692','1','712538','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Comunicado ao Mercado,Outros Comunicados Não Considerados Fatos Relevantes,"Petrobras lança Programa de Desligamento Voluntário (PDV) para o segmento corporativo, -",20190926 26/09/2019,20190926 26/09/2019 09:02,Ativo,1,AP,"OpenDownloadDocumentos('237695','1','712541','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Documentos de Oferta de Distribuição Pública,Comunicação de Modificação de Oferta,"COMUNICADO AO MERCADO: RESULTADO DO PROCEDIMENTO DE BOOKBUILDING, -",20190926 26/09/2019,20190926 26/09/2019 09:30,Ativo,1,AP,"OpenDownloadDocumentos('237705','1','712551','IPE')"
00951-2,009512 PETROLEO BRASILEIRO S.A. PETROBRAS,Assembleia,AGE,"Mapa Sintético Recebido do Escriturador,Mapa do Escriturador",20190930 30/09/2019 15:00,20190926 26/09/2019 18:04,Ativo,1,AP,"OpenDownloadDocumentos('237813','1','712661','IPE')"
